genes,pfam_annotation,pfam_code
STRG.20312,7tm_1,PF00001
STRG.24167,7tm_1,PF00001
STRG.23208,7tm_1,PF00001
STRG.30118,7tm_1,PF00001
STRG.8214,7tm_1,PF00001
STRG.5750,7tm_1,PF00001
STRG.37185,7tm_1,PF00001
STRG.3263.2,7tm_1,PF00001
STRG.3760,7tm_1,PF00001
STRG.15217,7tm_1,PF00001
STRG.42152,7tm_1,PF00001
STRG.5728,7tm_1,PF00001
STRG.42564,7tm_1,PF00001
STRG.23925,7tm_1,PF00001
STRG.24188,7tm_1,PF00001
STRG.14272,7tm_1,PF00001
STRG.10928,7tm_1,PF00001
STRG.24242,7tm_1,PF00001
STRG.24186,7tm_1,PF00001
STRG.42658,7tm_1,PF00001
STRG.23406,7tm_1,PF00001
STRG.5559,7tm_1,PF00001
STRG.41838,7tm_1,PF00001
STRG.16305,7tm_1,PF00001
STRG.32941,7tm_1,PF00001
STRG.14023,7tm_1,PF00001
STRG.15291.1,7tm_1,PF00001
STRG.8350,7tm_1,PF00001
STRG.38125,7tm_1,PF00001
STRG.33814,7tm_1,PF00001
STRG.25117,7tm_1,PF00001
STRG.21132,7tm_1,PF00001
STRG.38634,7tm_1,PF00001
STRG.4172,7tm_1,PF00001
STRG.27278,7tm_1,PF00001
STRG.33826,7tm_1,PF00001
STRG.10280,7tm_1,PF00001
STRG.19237,7tm_1,PF00001
STRG.17902,7tm_1,PF00001
STRG.17957,7tm_1,PF00001
STRG.24184,7tm_1,PF00001
STRG.17444,7tm_1,PF00001
STRG.30198.3,7tm_1,PF00001
STRG.30198.7,7tm_1,PF00001
STRG.11157.1,7tm_1,PF00001
STRG.8348,7tm_1,PF00001
STRG.15448,7tm_1,PF00001
STRG.40448,7tm_1,PF00001
STRG.37180,7tm_1,PF00001
STRG.41706,7tm_1,PF00001
STRG.29863,7tm_1,PF00001
STRG.423,7tm_1,PF00001
STRG.4137,7tm_1,PF00001
STRG.7124,7tm_1,PF00001
STRG.42213,7tm_1,PF00001
STRG.24891,7tm_1,PF00001
STRG.15686,7tm_1,PF00001
STRG.4144,7tm_1,PF00001
STRG.1553,7tm_1,PF00001
STRG.2890,7tm_1,PF00001
STRG.27904,7tm_1,PF00001
STRG.27903,7tm_1,PF00001
STRG.43580,7tm_1,PF00001
STRG.21578,7tm_1,PF00001
STRG.41715,7tm_1,PF00001
STRG.15364,7tm_1,PF00001
STRG.12965,7tm_1,PF00001
STRG.25493,7tm_1,PF00001
STRG.19910,7tm_1,PF00001
STRG.751,7tm_1,PF00001
STRG.23210,7tm_1,PF00001
STRG.6316,7tm_1,PF00001
STRG.33714,7tm_1,PF00001
STRG.4173,7tm_1,PF00001
STRG.27277,7tm_1,PF00001
STRG.25114,7tm_1,PF00001
STRG.35294,7tm_1,PF00001
STRG.30945.1,7tm_1,PF00001
STRG.25112,7tm_1,PF00001
STRG.25476.1,7tm_1,PF00001
STRG.24339,7tm_1,PF00001
STRG.39243,7tm_1,PF00001
STRG.5956,7tm_1,PF00001
STRG.34898,7tm_1,PF00001
STRG.40503,7tm_1,PF00001
STRG.42645,7tm_1,PF00001
STRG.28159.1,7tm_1,PF00001
STRG.4737,7tm_1,PF00001
STRG.1812.1,7tm_1,PF00001
STRG.9756,7tm_1,PF00001
STRG.25546,7tm_1,PF00001
STRG.35077,7tm_1,PF00001
STRG.21604,7tm_1,PF00001
STRG.32238,7tm_1,PF00001
STRG.28302,7tm_1,PF00001
STRG.28303,7tm_1,PF00001
STRG.20006,7tm_1,PF00001
STRG.29894,7tm_1,PF00001
STRG.34798,7tm_1,PF00001
STRG.25113,7tm_1,PF00001
STRG.4656,7tm_1,PF00001
STRG.24207,7tm_1,PF00001
STRG.30255,7tm_1,PF00001
STRG.850,7tm_1,PF00001
STRG.18234,7tm_1,PF00001
STRG.13034,7tm_1,PF00001
STRG.852,7tm_1,PF00001
STRG.40498,7tm_1,PF00001
STRG.32240,7tm_1,PF00001
STRG.9757,7tm_1,PF00001
STRG.4010,7tm_1,PF00001
STRG.40368,7tm_1,PF00001
STRG.32239,7tm_1,PF00001
STRG.24732,7tm_1,PF00001
STRG.39301,7tm_1,PF00001
STRG.16200,7tm_1,PF00001
STRG.34565,7tm_1,PF00001
STRG.27348,7tm_1,PF00001
STRG.24731,7tm_1,PF00001
STRG.39300,7tm_1,PF00001
STRG.22528,7tm_1,PF00001
STRG.4351,7tm_1,PF00001
STRG.26382,7tm_1,PF00001
STRG.25590,7tm_1,PF00001
STRG.29320,7tm_1,PF00001
STRG.9304,7tm_1,PF00001
STRG.4482,7tm_1,PF00001
STRG.21996,7tm_1,PF00001
STRG.8088,7tm_1,PF00001
STRG.22102,7tm_1,PF00001
STRG.37859,7tm_1,PF00001
STRG.24819,7tm_1,PF00001
STRG.27295,7tm_1,PF00001
STRG.41753,7tm_1,PF00001
STRG.23058,7tm_1,PF00001
STRG.16501,7tm_1,PF00001
STRG.21653,7tm_1,PF00001
STRG.24243,7tm_1,PF00001
STRG.34177,7tm_1,PF00001
STRG.14727,7tm_1,PF00001
STRG.34998,7tm_1,PF00001
STRG.34522,7tm_1,PF00001
STRG.32498,7tm_1,PF00001
STRG.40501,7tm_1,PF00001
STRG.34521,7tm_1,PF00001
STRG.32501,7tm_1,PF00001
STRG.5142,7tm_1,PF00001
STRG.5143,7tm_1,PF00001
STRG.6984,7tm_1,PF00001
STRG.19945,7tm_1,PF00001
STRG.7088,7tm_1,PF00001
STRG.32499,7tm_1,PF00001
STRG.4403,7tm_1,PF00001
STRG.7464,7tm_1,PF00001
STRG.32303,7tm_1,PF00001
STRG.25118,7tm_1,PF00001
STRG.25497,7tm_1,PF00001
STRG.5985,7tm_1,PF00001
STRG.22810.2,7tm_1,PF00001
STRG.25497.1,7tm_1,PF00001
STRG.23836,7tm_1,PF00001
STRG.13593,7tm_1,PF00001
STRG.40500,7tm_1,PF00001
STRG.23836.1,7tm_1,PF00001
STRG.38635,7tm_1,PF00001
STRG.24575,7tm_1,PF00001
STRG.11918,7tm_1,PF00001
STRG.26264,7tm_1,PF00001
STRG.15852,7tm_1,PF00001
STRG.744,7tm_1,PF00001
STRG.26774,7tm_1,PF00001
STRG.36031.1,7tm_1,PF00001
STRG.36038,7tm_1,PF00001
STRG.15291,7tm_1,PF00001
STRG.9066,7tm_1,PF00001
STRG.32496,7tm_1,PF00001
STRG.19269,7tm_1,PF00001
STRG.79,7tm_1,PF00001
STRG.24574,7tm_1,PF00001
STRG.24189,7tm_1,PF00001
STRG.9272,7tm_1,PF00001
STRG.21391,7tm_1,PF00001
STRG.6670,7tm_1,PF00001
STRG.38659,7tm_1,PF00001
STRG.12502,7tm_1,PF00001
STRG.15759,7tm_1,PF00001
STRG.16503.1,7tm_1,PF00001
STRG.43997,7tm_1,PF00001
STRG.38521,7tm_1,PF00001
STRG.42856,7tm_1,PF00001
STRG.41837.1,7tm_1,PF00001
STRG.6066.1,7tm_1,PF00001
STRG.27279,7tm_1,PF00001
STRG.17176,7tm_1,PF00001
STRG.14183,7tm_1,PF00001
STRG.18749.1,7tm_1,PF00001
STRG.11453,7tm_1,PF00001
STRG.26740,7tm_1,PF00001
STRG.6200.1,7tm_1,PF00001
STRG.36035,7tm_1,PF00001
STRG.36031,7tm_1,PF00001
STRG.23189,7tm_1,PF00001
STRG.6066,7tm_1,PF00001
STRG.41635,7tm_1,PF00001
STRG.31749,7tm_1,PF00001
STRG.34513,7tm_1,PF00001
STRG.34514,7tm_1,PF00001
STRG.19293,7tm_1,PF00001
STRG.13148,7tm_1,PF00001
STRG.24233,7tm_1,PF00001
STRG.14917,7tm_1,PF00001
STRG.24245,7tm_1,PF00001
STRG.12072.1,7tm_1,PF00001
STRG.25476,7tm_1,PF00001
STRG.27992.2,7tm_1,PF00001
STRG.14236,7tm_1,PF00001
STRG.39782.1,7tm_1,PF00001
STRG.850.1,7tm_1,PF00001
STRG.19815,7tm_1,PF00001
STRG.32106,7tm_1,PF00001
STRG.42646,7tm_1,PF00001
STRG.40234,7tm_1,PF00001
STRG.23212,7tm_1,PF00001
STRG.28404,7tm_1,PF00001
STRG.1387.1,7tm_1,PF00001
STRG.29757,7tm_1,PF00001
STRG.25110,7tm_1,PF00001
STRG.25111,7tm_1,PF00001
STRG.3876,7tm_1,PF00001
STRG.24207.1,7tm_1,PF00001
STRG.1742,7tm_1,PF00001
STRG.8669,7tm_1,PF00001
STRG.13300,7tm_1,PF00001
STRG.40096,7tm_1,PF00001
STRG.12589,7tm_1,PF00001
STRG.36181.1,7tm_1,PF00001
STRG.7804,7tm_1,PF00001
STRG.19824,7tm_1,PF00001
STRG.40235,7tm_1,PF00001
STRG.23554,7tm_1,PF00001
STRG.12531,7tm_1,PF00001
STRG.14834.1,7tm_1,PF00001
STRG.14138,7tm_1,PF00001
STRG.18318,7tm_1,PF00001
STRG.6856,7tm_1,PF00001
STRG.27344,7tm_1,PF00001
STRG.30418.1,7tm_1,PF00001
STRG.30257.2,7tm_1,PF00001
STRG.40234.1,7tm_1,PF00001
STRG.29556,7tm_1,PF00001
STRG.16544,7tm_1,PF00001
STRG.30549,7tm_2,PF00002
STRG.22877,7tm_2,PF00002
STRG.27404,7tm_2,PF00002
STRG.22898,7tm_2,PF00002
STRG.34158,7tm_2,PF00002
STRG.20105.1,7tm_2,PF00002
STRG.17601,7tm_2,PF00002
STRG.6639,7tm_2,PF00002
STRG.598,7tm_2,PF00002
STRG.20925,7tm_2,PF00002
STRG.17950,7tm_2,PF00002
STRG.7842,7tm_2,PF00002
STRG.36709,7tm_2,PF00002
STRG.20094,7tm_2,PF00002
STRG.39436,7tm_2,PF00002
STRG.16188,7tm_2,PF00002
STRG.9615,7tm_2,PF00002
STRG.36729,7tm_2,PF00002
STRG.21756,7tm_2,PF00002
STRG.25480,7tm_2,PF00002
STRG.14324,7tm_2,PF00002
STRG.3941,7tm_2,PF00002
STRG.11053,7tm_2,PF00002
STRG.25478,7tm_2,PF00002
STRG.17591,7tm_2,PF00002
STRG.25345,7tm_2,PF00002
STRG.40648,7tm_2,PF00002
STRG.11331,7tm_2,PF00002
STRG.12394,7tm_2,PF00002
STRG.8584,7tm_2,PF00002
STRG.218,7tm_2,PF00002
STRG.33748,7tm_2,PF00002
STRG.16843,7tm_2,PF00002
STRG.16843.2,7tm_2,PF00002
STRG.16843.4,7tm_2,PF00002
STRG.34883,7tm_2,PF00002
STRG.36729.3,7tm_2,PF00002
STRG.36729.1,7tm_2,PF00002
STRG.35349,7tm_2,PF00002
STRG.38793,7tm_2,PF00002
STRG.6304,7tm_2,PF00002
STRG.40643,7tm_2,PF00002
STRG.12749,7tm_2,PF00002
STRG.25489,7tm_2,PF00002
STRG.30543,7tm_2,PF00002
STRG.8708,7tm_2,PF00002
STRG.16843.3,7tm_2,PF00002
STRG.16843.5,7tm_2,PF00002
STRG.7340,7tm_2,PF00002
STRG.19763,7tm_2,PF00002
STRG.3058,7tm_2,PF00002
STRG.13567,7tm_2,PF00002
STRG.17599,7tm_2,PF00002
STRG.37218,7tm_2,PF00002
STRG.3350,7tm_2,PF00002
STRG.30533,7tm_2,PF00002
STRG.30541,7tm_2,PF00002
STRG.30539,7tm_2,PF00002
STRG.34922,7tm_2,PF00002
STRG.16843.7,7tm_2,PF00002
STRG.13082,7tm_2,PF00002
STRG.8705,7tm_2,PF00002
STRG.3058.1,7tm_2,PF00002
STRG.17599.1,7tm_2,PF00002
STRG.21124,7tm_2,PF00002
STRG.17014,7tm_2,PF00002
STRG.9289,7tm_2,PF00002
STRG.17012,7tm_2,PF00002
STRG.17013,7tm_2,PF00002
STRG.37471,7tm_2,PF00002
STRG.29336.2,7tm_2,PF00002
STRG.29336,7tm_2,PF00002
STRG.22620,7tm_2,PF00002
STRG.37479,7tm_2,PF00002
STRG.6801,7tm_2,PF00002
STRG.13086,7tm_2,PF00002
STRG.40879,7tm_2,PF00002
STRG.29555,7tm_2,PF00002
STRG.29557,7tm_2,PF00002
STRG.25480.1,7tm_2,PF00002
STRG.25480.2,7tm_2,PF00002
STRG.25483,7tm_2,PF00002
STRG.26078.1,7tm_2,PF00002
STRG.7842.3,7tm_2,PF00002
STRG.38031,7tm_2,PF00002
STRG.38841,7tm_2,PF00002
STRG.9200,7tm_2,PF00002
STRG.35347,7tm_2,PF00002
STRG.30540,7tm_2,PF00002
STRG.34817,7tm_2,PF00002
STRG.27136,7tm_3,PF00003
STRG.30857,7tm_3,PF00003
STRG.30141,7tm_3,PF00003
STRG.28619,7tm_3,PF00003
STRG.246,7tm_3,PF00003
STRG.41567,7tm_3,PF00003
STRG.23038,7tm_3,PF00003
STRG.14269,7tm_3,PF00003
STRG.1901,7tm_3,PF00003
STRG.16757,7tm_3,PF00003
STRG.3371,7tm_3,PF00003
STRG.26260,7tm_3,PF00003
STRG.23050,7tm_3,PF00003
STRG.29648,7tm_3,PF00003
STRG.34646,7tm_3,PF00003
STRG.6817,7tm_3,PF00003
STRG.39101,7tm_3,PF00003
STRG.40245,7tm_3,PF00003
STRG.5510,7tm_3,PF00003
STRG.22945,7tm_3,PF00003
STRG.7934,7tm_3,PF00003
STRG.32202,7tm_3,PF00003
STRG.24510.6,7tm_3,PF00003
STRG.29196,7tm_3,PF00003
STRG.12088,7tm_3,PF00003
STRG.24510,7tm_3,PF00003
STRG.21281,7tm_3,PF00003
STRG.40174,7tm_3,PF00003
STRG.21275,7tm_3,PF00003
STRG.21433,7tm_3,PF00003
STRG.22767,7tm_3,PF00003
STRG.3801,7tm_3,PF00003
STRG.3756,7tm_3,PF00003
STRG.3755,7tm_3,PF00003
STRG.21432,7tm_3,PF00003
STRG.39978,7tm_3,PF00003
STRG.3863,7tm_3,PF00003
STRG.1907,7tm_3,PF00003
STRG.31461,7tm_3,PF00003
STRG.12066.1,7tm_3,PF00003
STRG.5508,7tm_3,PF00003
STRG.4348,7tm_3,PF00003
STRG.21666,7tm_3,PF00003
STRG.32894,7tm_3,PF00003
STRG.12025,7tm_3,PF00003
STRG.9674,7tm_3,PF00003
STRG.6225,7tm_3,PF00003
STRG.35898,7tm_3,PF00003
STRG.9511,7tm_3,PF00003
STRG.39976,7tm_3,PF00003
STRG.5266,7tm_7,PF08395
STRG.41788,7tm_7,PF08395
STRG.13251,7tm_7,PF08395
STRG.41787,7tm_7,PF08395
STRG.16501.4,7TM_GPCR_Srv,PF10323
STRG.14834,7TM_GPCR_Srw,PF10324
STRG.13874,A1_Propeptide,PF07966
STRG.37877,A1_Propeptide,PF07966
STRG.27187,A2M,PF00207
STRG.1200,A2M,PF00207
STRG.17962,A2M,PF00207
STRG.24794,A2M,PF00207
STRG.20364,A2M,PF00207
STRG.5190,A2M,PF00207
STRG.12148,A2M,PF00207
STRG.11925,A2M,PF00207
STRG.37752,A2M,PF00207
STRG.24802,A2M,PF00207
STRG.24798,A2M,PF00207
STRG.35018,A2M,PF00207
STRG.24799,A2M_BRD,PF07703
STRG.24794.2,A2M_recep,PF07677
STRG.37705,A2M_recep,PF07677
STRG.5187,A2M_recep,PF07677
STRG.35021,A2M_recep,PF07677
STRG.11701,A2M_recep,PF07677
STRG.42628,A2M_recep,PF07677
STRG.24796,A2M_recep,PF07677
STRG.42628.2,A2M_recep,PF07677
STRG.15755,AAA,PF00004
STRG.15718,AAA,PF00004
STRG.22214,AAA,PF00004
STRG.31182,AAA,PF00004
STRG.29047,AAA,PF00004
STRG.39269,AAA,PF00004
STRG.39422,AAA,PF00004
STRG.32806,AAA,PF00004
STRG.15718.4,AAA,PF00004
STRG.5518,AAA,PF00004
STRG.16608,AAA,PF00004
STRG.4697,AAA,PF00004
STRG.15494,AAA,PF00004
STRG.36785,AAA,PF00004
STRG.43011,AAA,PF00004
STRG.30155,AAA,PF00004
STRG.10692,AAA,PF00004
STRG.6995,AAA,PF00004
STRG.1400,AAA,PF00004
STRG.32143,AAA,PF00004
STRG.9501,AAA,PF00004
STRG.33899,AAA,PF00004
STRG.22648,AAA,PF00004
STRG.12887,AAA,PF00004
STRG.10684,AAA,PF00004
STRG.5722,AAA,PF00004
STRG.25407,AAA,PF00004
STRG.42624,AAA,PF00004
STRG.27032,AAA,PF00004
STRG.10743,AAA,PF00004
STRG.6655,AAA,PF00004
STRG.15494.2,AAA,PF00004
STRG.1207,AAA,PF00004
STRG.41367,AAA,PF00004
STRG.33629.2,AAA,PF00004
STRG.9900,AAA,PF00004
STRG.33629,AAA,PF00004
STRG.31115,AAA,PF00004
STRG.11583,AAA,PF00004
STRG.38405,AAA,PF00004
STRG.13920,AAA,PF00004
STRG.23772,AAA,PF00004
STRG.30604,AAA,PF00004
STRG.36269,AAA,PF00004
STRG.20213,AAA,PF00004
STRG.18656,AAA,PF00004
STRG.12200,AAA,PF00004
STRG.43517.2,AAA,PF00004
STRG.11444,AAA,PF00004
STRG.43517,AAA,PF00004
STRG.21394,AAA,PF00004
STRG.9132,AAA,PF00004
STRG.26012,AAA,PF00004
STRG.6995.2,AAA,PF00004
STRG.6418,AAA,PF00004
STRG.3802,AAA,PF00004
STRG.10146,AAA,PF00004
STRG.8620,AAA,PF00004
STRG.30889,AAA,PF00004
STRG.10145,AAA,PF00004
STRG.7594.1,AAA,PF00004
STRG.30873,AAA,PF00004
STRG.5400,AAA,PF00004
STRG.24373,AAA,PF00004
STRG.41900,AAA,PF00004
STRG.24374,AAA,PF00004
STRG.27779,AAA,PF00004
STRG.43943,AAA,PF00004
STRG.38192,AAA,PF00004
STRG.12254,AAA,PF00004
STRG.21328,AAA,PF00004
STRG.8984,AAA,PF00004
STRG.38185,AAA,PF00004
STRG.11890,AAA,PF00004
STRG.43965,AAA,PF00004
STRG.35512,AAA,PF00004
STRG.21552,AAA,PF00004
STRG.23146,AAA,PF00004
STRG.9547,AAA,PF00004
STRG.39843,AAA,PF00004
STRG.8979,AAA,PF00004
STRG.34446,AAA,PF00004
STRG.8624,AAA,PF00004
STRG.20741,AAA,PF00004
STRG.43296,AAA_11,PF13086
STRG.12491,AAA_11,PF13086
STRG.12482,AAA_11,PF13086
STRG.5588,AAA_11,PF13086
STRG.1227,AAA_11,PF13086
STRG.2786.1,AAA_11,PF13086
STRG.12766,AAA_11,PF13086
STRG.12020.1,AAA_11,PF13086
STRG.13443,AAA_11,PF13086
STRG.17799,AAA_11,PF13086
STRG.26277,AAA_11,PF13086
STRG.12478,AAA_11,PF13086
STRG.12471.1,AAA_11,PF13086
STRG.12471.2,AAA_11,PF13086
STRG.26289,AAA_11,PF13086
STRG.32577,AAA_11,PF13086
STRG.32577.2,AAA_11,PF13086
STRG.31400,AAA_11,PF13086
STRG.11713,AAA_11,PF13086
STRG.5259,AAA_11,PF13086
STRG.19962,AAA_11,PF13086
STRG.31409,AAA_11,PF13086
STRG.23054,AAA_11,PF13086
STRG.24041,AAA_11,PF13086
STRG.42562,AAA_11,PF13086
STRG.38607,AAA_11,PF13086
STRG.41918,AAA_11,PF13086
STRG.38611,AAA_11,PF13086
STRG.16390,AAA_11,PF13086
STRG.12191,AAA_11,PF13086
STRG.2650,AAA_11,PF13086
STRG.11623,AAA_11,PF13086
STRG.18265,AAA_11,PF13086
STRG.33939,AAA_11,PF13086
STRG.17675,AAA_11,PF13086
STRG.17665,AAA_11,PF13086
STRG.26290,AAA_11,PF13086
STRG.16395,AAA_11,PF13086
STRG.12471,AAA_11,PF13086
STRG.24042,AAA_11,PF13086
STRG.11868,AAA_11,PF13086
STRG.23051,AAA_11,PF13086
STRG.30198,AAA_11,PF13086
STRG.12479,AAA_11,PF13086
STRG.33968,AAA_11,PF13086
STRG.33969,AAA_11,PF13086
STRG.26279,AAA_11,PF13086
STRG.12720,AAA_11,PF13086
STRG.11713.3,AAA_11,PF13086
STRG.11713.4,AAA_11,PF13086
STRG.24047.1,AAA_11,PF13086
STRG.16387.1,AAA_11,PF13086
STRG.33964,AAA_11,PF13086
STRG.16387,AAA_11,PF13086
STRG.3115,AAA_11,PF13086
STRG.41981,AAA_11,PF13086
STRG.33964.2,AAA_11,PF13086
STRG.33964.3,AAA_11,PF13086
STRG.41981.2,AAA_11,PF13086
STRG.17653,AAA_11,PF13086
STRG.3115.2,AAA_11,PF13086
STRG.12766.1,AAA_12,PF13087
STRG.13443.1,AAA_12,PF13087
STRG.13443.2,AAA_12,PF13087
STRG.12020,AAA_12,PF13087
STRG.2786,AAA_12,PF13087
STRG.1227.2,AAA_12,PF13087
STRG.5251,AAA_12,PF13087
STRG.1227.3,AAA_12,PF13087
STRG.26103,AAA_15,PF13175
STRG.3853,AAA_15,PF13175
STRG.31249,AAA_15,PF13175
STRG.35906,AAA_15,PF13175
STRG.27400,AAA_15,PF13175
STRG.43445.4,AAA_15,PF13175
STRG.35367,AAA_15,PF13175
STRG.12270,AAA_16,PF13191
STRG.30874,AAA_16,PF13191
STRG.31370.3,AAA_16,PF13191
STRG.31371,AAA_16,PF13191
STRG.31370,AAA_16,PF13191
STRG.13983,AAA_16,PF13191
STRG.17594,AAA_16,PF13191
STRG.10446,AAA_16,PF13191
STRG.5462,AAA_16,PF13191
STRG.11262,AAA_16,PF13191
STRG.35703,AAA_16,PF13191
STRG.37777,AAA_16,PF13191
STRG.10148.1,AAA_16,PF13191
STRG.25123,AAA_16,PF13191
STRG.4712,AAA_16,PF13191
STRG.25637,AAA_16,PF13191
STRG.25845,AAA_17,PF13207
STRG.29408,AAA_17,PF13207
STRG.20375,AAA_17,PF13207
STRG.14328,AAA_17,PF13207
STRG.11506,AAA_17,PF13207
STRG.12063,AAA_17,PF13207
STRG.16208,AAA_17,PF13207
STRG.904,AAA_17,PF13207
STRG.43584,AAA_18,PF13238
STRG.19538,AAA_18,PF13238
STRG.37924,AAA_18,PF13238
STRG.33896,AAA_19,PF13245
STRG.10125,AAA_19,PF13245
STRG.18610,AAA_19,PF13245
STRG.886,AAA_19,PF13245
STRG.11132,AAA_19,PF13245
STRG.35880,AAA_21,PF13304
STRG.18506,AAA_21,PF13304
STRG.14261,AAA_21,PF13304
STRG.32154,AAA_21,PF13304
STRG.11280,AAA_21,PF13304
STRG.1489,AAA_21,PF13304
STRG.27425,AAA_21,PF13304
STRG.10558,AAA_21,PF13304
STRG.36756,AAA_21,PF13304
STRG.2255,AAA_22,PF13401
STRG.2299,AAA_22,PF13401
STRG.13203,AAA_22,PF13401
STRG.21848,AAA_22,PF13401
STRG.23899,AAA_22,PF13401
STRG.34078,AAA_22,PF13401
STRG.12962,AAA_23,PF13476
STRG.36699,AAA_23,PF13476
STRG.43445,AAA_23,PF13476
STRG.12244,AAA_25,PF13481
STRG.39815,AAA_25,PF13481
STRG.39815.2,AAA_25,PF13481
STRG.20589,AAA_25,PF13481
STRG.4841,AAA_25,PF13481
STRG.19694,AAA_25,PF13481
STRG.10903,AAA_25,PF13481
STRG.9215,AAA_28,PF13521
STRG.32578,AAA_28,PF13521
STRG.15964,AAA_3,PF07726
STRG.19746,AAA_3,PF07726
STRG.27479,AAA_30,PF13604
STRG.2387.1,AAA_30,PF13604
STRG.9770,AAA_31,PF13614
STRG.29969,AAA_31,PF13614
STRG.18583,AAA_31,PF13614
STRG.8358,AAA_31,PF13614
STRG.31161,AAA_31,PF13614
STRG.9935,AAA_31,PF13614
STRG.25863,AAA_31,PF13614
STRG.6675,AAA_33,PF13671
STRG.4014,AAA_33,PF13671
STRG.13462,AAA_33,PF13671
STRG.42632,AAA_33,PF13671
STRG.11539,AAA_33,PF13671
STRG.6182,AAA_33,PF13671
STRG.7198,AAA_33,PF13671
STRG.21488,AAA_33,PF13671
STRG.13873,AAA_33,PF13671
STRG.1636,AAA_33,PF13671
STRG.9822,AAA_33,PF13671
STRG.10079,AAA_34,PF13872
STRG.27639,AAA_34,PF13872
STRG.13548,AAA_5,PF07728
STRG.7072,AAA_5,PF07728
STRG.32476,AAA_5,PF07728
STRG.29306,AAA_5,PF07728
STRG.6428,AAA_5,PF07728
STRG.16507,AAA_5,PF07728
STRG.15857,AAA_5,PF07728
STRG.7115,AAA_5,PF07728
STRG.44121,AAA_5,PF07728
STRG.10841,AAA_5,PF07728
STRG.29652,AAA_5,PF07728
STRG.16123,AAA_5,PF07728
STRG.24395,AAA_5,PF07728
STRG.10802,AAA_5,PF07728
STRG.31866,AAA_5,PF07728
STRG.16092,AAA_5,PF07728
STRG.18095,AAA_5,PF07728
STRG.41067,AAA_5,PF07728
STRG.8286,AAA_5,PF07728
STRG.24362,AAA_5,PF07728
STRG.24919,AAA_6,PF12774
STRG.11067,AAA_6,PF12774
STRG.781,AAA_6,PF12774
STRG.13599,AAA_6,PF12774
STRG.10394,AAA_6,PF12774
STRG.42861,AAA_6,PF12774
STRG.15418,AAA_6,PF12774
STRG.29652.2,AAA_8,PF12780
STRG.7072.3,AAA_8,PF12780
STRG.11067.2,AAA_8,PF12780
STRG.37459,AAA_9,PF12781
STRG.28646,AAA_9,PF12781
STRG.5092,AAA_9,PF12781
STRG.12159,AAA_lid_11,PF18198
STRG.17145,AAA_lid_11,PF18198
STRG.29306.3,AAA_lid_11,PF18198
STRG.16580,AAA_lid_11,PF18198
STRG.41195,AAA_lid_11,PF18198
STRG.9,AAA_lid_11,PF18198
STRG.28646.2,AAA_lid_11,PF18198
STRG.8594,AAA_lid_11,PF18198
STRG.5093,AAA_lid_11,PF18198
STRG.33899.1,AAA_lid_3,PF17862
STRG.24371,AAA_lid_5,PF17865
STRG.1365,AAR2,PF05282
STRG.1365.1,AAR2,PF05282
STRG.14965,AARP2CN,PF08142
STRG.36712,AARP2CN,PF08142
STRG.6561,AATase,PF07247
STRG.2316,AATase,PF07247
STRG.2317,AATase,PF07247
STRG.2586,AATase,PF07247
STRG.19931,AATase,PF07247
STRG.24215,AATase,PF07247
STRG.25708,AATF-Che1,PF13339
STRG.22664,AA_kinase,PF00696
STRG.2032,AA_kinase,PF00696
STRG.2032.1,AA_kinase,PF00696
STRG.10208,AA_kinase,PF00696
STRG.12257,AA_kinase,PF00696
STRG.39851,AA_kinase,PF00696
STRG.9500,AA_permease,PF00324
STRG.14787,AA_permease,PF00324
STRG.13918,AA_permease,PF00324
STRG.14787.5,AA_permease,PF00324
STRG.42203,AA_permease,PF00324
STRG.494,AA_permease,PF00324
STRG.32002,AA_permease,PF00324
STRG.37428,AA_permease,PF00324
STRG.37432,AA_permease,PF00324
STRG.36624,AA_permease,PF00324
STRG.8648,AA_permease,PF00324
STRG.10401,AA_permease,PF00324
STRG.18220,AA_permease,PF00324
STRG.18216,AA_permease,PF00324
STRG.18221,AA_permease,PF00324
STRG.18222,AA_permease,PF00324
STRG.16230,AA_permease,PF00324
STRG.16229,AA_permease,PF00324
STRG.9170,AA_permease,PF00324
STRG.32001,AA_permease,PF00324
STRG.12913,AA_permease,PF00324
STRG.37429,AA_permease,PF00324
STRG.8646,AA_permease,PF00324
STRG.16620,AA_permease,PF00324
STRG.16232,AA_permease,PF00324
STRG.14441,AA_permease,PF00324
STRG.12917,AA_permease,PF00324
STRG.14434,AA_permease,PF00324
STRG.31084,AA_permease,PF00324
STRG.18733,AA_permease,PF00324
STRG.35409,AA_permease,PF00324
STRG.31077,AA_permease,PF00324
STRG.31083,AA_permease,PF00324
STRG.27946,AA_permease,PF00324
STRG.12918,AA_permease,PF00324
STRG.32003,AA_permease,PF00324
STRG.14440,AA_permease,PF00324
STRG.12915,AA_permease,PF00324
STRG.37433,AA_permease,PF00324
STRG.31083.2,AA_permease,PF00324
STRG.12915.1,AA_permease,PF00324
STRG.12915.2,AA_permease,PF00324
STRG.42203.3,AA_permease,PF00324
STRG.38644,AA_permease_2,PF13520
STRG.12916,AA_permease_C,PF13906
STRG.36623,AA_permease_C,PF13906
STRG.14440.1,AA_permease_C,PF13906
STRG.9170.2,AA_permease_C,PF13906
STRG.9170.3,AA_permease_C,PF13906
